"tollgate_id","time_window","direction","volume","proportion_hasetc_vehicles"
"1","[2016-10-20 03:00:00,2016-10-20 03:20:00)","0","7","1"
"3","[2016-10-20 03:00:00,2016-10-20 03:20:00)","1","5","0"
"3","[2016-10-20 03:00:00,2016-10-20 03:20:00)","0","15","1"
"1","[2016-10-20 03:20:00,2016-10-20 03:40:00)","1","13","0"
"1","[2016-10-20 03:20:00,2016-10-20 03:40:00)","0","7","0"
"3","[2016-10-20 03:20:00,2016-10-20 03:40:00)","1","7","1"
"3","[2016-10-20 03:20:00,2016-10-20 03:40:00)","0","6","0"
"1","[2016-10-20 03:40:00,2016-10-20 04:00:00)","1","18","0"
"1","[2016-10-20 03:40:00,2016-10-20 04:00:00)","0","10","0"
"3","[2016-10-20 03:40:00,2016-10-20 04:00:00)","1","2","0"
"3","[2016-10-20 03:40:00,2016-10-20 04:00:00)","0","10","0"
"1","[2016-10-20 04:00:00,2016-10-20 04:20:00)","1","13","2"
"1","[2016-10-20 04:00:00,2016-10-20 04:20:00)","0","8","0"
"3","[2016-10-20 04:00:00,2016-10-20 04:20:00)","1","1","0"
"3","[2016-10-20 04:00:00,2016-10-20 04:20:00)","0","10","2"
"1","[2016-10-20 04:20:00,2016-10-20 04:40:00)","1","21","0"
"1","[2016-10-20 04:20:00,2016-10-20 04:40:00)","0","5","0"
"3","[2016-10-20 04:20:00,2016-10-20 04:40:00)","1","9","0"
"3","[2016-10-20 04:20:00,2016-10-20 04:40:00)","0","9","0"
"1","[2016-10-20 04:40:00,2016-10-20 05:00:00)","1","14","0"
"1","[2016-10-20 04:40:00,2016-10-20 05:00:00)","0","13","1"
"3","[2016-10-20 04:40:00,2016-10-20 05:00:00)","1","8","1"
"3","[2016-10-20 04:40:00,2016-10-20 05:00:00)","0","17","2"
"2","[2016-10-20 04:40:00,2016-10-20 05:00:00)","0","1","1"
"1","[2016-10-20 05:00:00,2016-10-20 05:20:00)","1","33","3"
"1","[2016-10-20 05:00:00,2016-10-20 05:20:00)","0","3","1"
"3","[2016-10-20 05:00:00,2016-10-20 05:20:00)","1","4","2"
"3","[2016-10-20 05:00:00,2016-10-20 05:20:00)","0","18","2"
"2","[2016-10-20 05:00:00,2016-10-20 05:20:00)","0","11","2"
"1","[2016-10-20 05:20:00,2016-10-20 05:40:00)","1","30","1"
"1","[2016-10-20 05:20:00,2016-10-20 05:40:00)","0","1","0"
"3","[2016-10-20 05:20:00,2016-10-20 05:40:00)","1","11","0"
"3","[2016-10-20 05:20:00,2016-10-20 05:40:00)","0","25","1"
"2","[2016-10-20 05:20:00,2016-10-20 05:40:00)","0","14","1"
"1","[2016-10-20 05:40:00,2016-10-20 06:00:00)","1","34","3"
"1","[2016-10-20 05:40:00,2016-10-20 06:00:00)","0","8","2"
"3","[2016-10-20 05:40:00,2016-10-20 06:00:00)","1","18","2"
"3","[2016-10-20 05:40:00,2016-10-20 06:00:00)","0","20","2"
"2","[2016-10-20 05:40:00,2016-10-20 06:00:00)","0","16","5"
"1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","1","46","5"
"1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","8","4"
"3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","1","16","2"
"3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","37","6"
"2","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","21","5"
"1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","1","27","3"
"1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","16","3"
"3","[2016-10-20 06:20:00,2016-10-20 06:40:00)","1","49","6"
"3","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","44","5"
"2","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","23","6"
"1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","1","55","10"
"1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","23","8"
"3","[2016-10-20 06:40:00,2016-10-20 07:00:00)","1","37","12"
"3","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","73","20"
"2","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","42","10"
"1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","1","71","17"
"1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","22","4"
"3","[2016-10-20 07:00:00,2016-10-20 07:20:00)","1","47","13"
"3","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","114","36"
"2","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","76","28"
"1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","1","88","21"
"1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","33","8"
"3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","1","60","20"
"3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","123","49"
"2","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","89","44"
"1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","1","111","29"
"1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","37","7"
"3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","1","104","29"
"3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","120","44"
"2","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","112","51"
"1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","1","106","29"
"1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","0","50","17"
"3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","1","87","32"
"3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","0","163","52"
"2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","0","104","33"
"1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","1","100","26"
"1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","0","49","17"
"3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","1","120","38"
"3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","0","158","42"
"2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","0","121","36"
"1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","1","114","32"
"1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","0","62","22"
"3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","1","134","52"
"3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","0","143","43"
"2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","0","106","27"
"1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","1","118","25"
"1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","0","38","14"
"3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","1","117","44"
"3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","0","138","45"
"2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","0","125","41"
"1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","1","106","21"
"1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","0","50","15"
"3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","1","110","34"
"3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","0","132","28"
"2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","0","108","27"
"1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","1","115","21"
"1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","0","44","5"
"3","[2016-10-20 09:40:00,2016-10-20 10:00:00)","1","89","28"
"3","[2016-10-20 09:40:00,2016-10-20 10:00:00)","0","117","25"
"2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","0","72","16"
"1","[2016-10-20 10:00:00,2016-10-20 10:20:00)","1","107","29"
"1","[2016-10-20 10:00:00,2016-10-20 10:20:00)","0","42","15"
"3","[2016-10-20 10:00:00,2016-10-20 10:20:00)","1","94","25"
"3","[2016-10-20 10:00:00,2016-10-20 10:20:00)","0","106","21"
"2","[2016-10-20 10:00:00,2016-10-20 10:20:00)","0","78","18"
"1","[2016-10-20 10:20:00,2016-10-20 10:40:00)","1","84","17"
"1","[2016-10-20 10:20:00,2016-10-20 10:40:00)","0","46","8"
"3","[2016-10-20 10:20:00,2016-10-20 10:40:00)","1","94","29"
"3","[2016-10-20 10:20:00,2016-10-20 10:40:00)","0","101","29"
"2","[2016-10-20 10:20:00,2016-10-20 10:40:00)","0","57","15"
"1","[2016-10-20 10:40:00,2016-10-20 11:00:00)","1","91","25"
"1","[2016-10-20 10:40:00,2016-10-20 11:00:00)","0","38","11"
"3","[2016-10-20 10:40:00,2016-10-20 11:00:00)","1","59","14"
"3","[2016-10-20 10:40:00,2016-10-20 11:00:00)","0","102","20"
"2","[2016-10-20 10:40:00,2016-10-20 11:00:00)","0","62","20"
"1","[2016-10-20 11:00:00,2016-10-20 11:20:00)","1","72","21"
"1","[2016-10-20 11:00:00,2016-10-20 11:20:00)","0","38","8"
"3","[2016-10-20 11:00:00,2016-10-20 11:20:00)","1","71","13"
"3","[2016-10-20 11:00:00,2016-10-20 11:20:00)","0","95","25"
"2","[2016-10-20 11:00:00,2016-10-20 11:20:00)","0","50","13"
"1","[2016-10-20 11:20:00,2016-10-20 11:40:00)","1","105","19"
"1","[2016-10-20 11:20:00,2016-10-20 11:40:00)","0","25","6"
"3","[2016-10-20 11:20:00,2016-10-20 11:40:00)","1","70","17"
"3","[2016-10-20 11:20:00,2016-10-20 11:40:00)","0","71","10"
"2","[2016-10-20 11:20:00,2016-10-20 11:40:00)","0","44","10"
"1","[2016-10-20 11:40:00,2016-10-20 12:00:00)","1","88","24"
"1","[2016-10-20 11:40:00,2016-10-20 12:00:00)","0","44","8"
"3","[2016-10-20 11:40:00,2016-10-20 12:00:00)","1","68","10"
"3","[2016-10-20 11:40:00,2016-10-20 12:00:00)","0","84","22"
"2","[2016-10-20 11:40:00,2016-10-20 12:00:00)","0","58","10"
"1","[2016-10-20 12:00:00,2016-10-20 12:20:00)","1","100","30"
"1","[2016-10-20 12:00:00,2016-10-20 12:20:00)","0","47","10"
"3","[2016-10-20 12:00:00,2016-10-20 12:20:00)","1","96","22"
"3","[2016-10-20 12:00:00,2016-10-20 12:20:00)","0","107","21"
"2","[2016-10-20 12:00:00,2016-10-20 12:20:00)","0","48","13"
"1","[2016-10-20 12:20:00,2016-10-20 12:40:00)","1","77","19"
"1","[2016-10-20 12:20:00,2016-10-20 12:40:00)","0","33","10"
"3","[2016-10-20 12:20:00,2016-10-20 12:40:00)","1","76","17"
"3","[2016-10-20 12:20:00,2016-10-20 12:40:00)","0","113","24"
"2","[2016-10-20 12:20:00,2016-10-20 12:40:00)","0","47","6"
"1","[2016-10-20 12:40:00,2016-10-20 13:00:00)","1","77","22"
"1","[2016-10-20 12:40:00,2016-10-20 13:00:00)","0","43","13"
"3","[2016-10-20 12:40:00,2016-10-20 13:00:00)","1","77","26"
"3","[2016-10-20 12:40:00,2016-10-20 13:00:00)","0","110","23"
"2","[2016-10-20 12:40:00,2016-10-20 13:00:00)","0","63","18"
"1","[2016-10-20 13:00:00,2016-10-20 13:20:00)","1","73","17"
"1","[2016-10-20 13:00:00,2016-10-20 13:20:00)","0","42","12"
"3","[2016-10-20 13:00:00,2016-10-20 13:20:00)","1","84","25"
"3","[2016-10-20 13:00:00,2016-10-20 13:20:00)","0","94","26"
"2","[2016-10-20 13:00:00,2016-10-20 13:20:00)","0","74","24"
"1","[2016-10-20 13:20:00,2016-10-20 13:40:00)","1","110","26"
"1","[2016-10-20 13:20:00,2016-10-20 13:40:00)","0","39","4"
"3","[2016-10-20 13:20:00,2016-10-20 13:40:00)","1","90","29"
"3","[2016-10-20 13:20:00,2016-10-20 13:40:00)","0","137","36"
"2","[2016-10-20 13:20:00,2016-10-20 13:40:00)","0","52","13"
"1","[2016-10-20 13:40:00,2016-10-20 14:00:00)","1","108","24"
"1","[2016-10-20 13:40:00,2016-10-20 14:00:00)","0","33","10"
"3","[2016-10-20 13:40:00,2016-10-20 14:00:00)","1","79","19"
"3","[2016-10-20 13:40:00,2016-10-20 14:00:00)","0","146","46"
"2","[2016-10-20 13:40:00,2016-10-20 14:00:00)","0","58","16"
"1","[2016-10-20 14:00:00,2016-10-20 14:20:00)","1","83","15"
"1","[2016-10-20 14:00:00,2016-10-20 14:20:00)","0","42","14"
"3","[2016-10-20 14:00:00,2016-10-20 14:20:00)","1","80","21"
"3","[2016-10-20 14:00:00,2016-10-20 14:20:00)","0","101","20"
"2","[2016-10-20 14:00:00,2016-10-20 14:20:00)","0","65","6"
"1","[2016-10-20 14:20:00,2016-10-20 14:40:00)","1","116","30"
"1","[2016-10-20 14:20:00,2016-10-20 14:40:00)","0","41","12"
"3","[2016-10-20 14:20:00,2016-10-20 14:40:00)","1","89","22"
"3","[2016-10-20 14:20:00,2016-10-20 14:40:00)","0","111","25"
"2","[2016-10-20 14:20:00,2016-10-20 14:40:00)","0","60","12"
"1","[2016-10-20 14:40:00,2016-10-20 15:00:00)","1","91","16"
"1","[2016-10-20 14:40:00,2016-10-20 15:00:00)","0","46","17"
"3","[2016-10-20 14:40:00,2016-10-20 15:00:00)","1","100","21"
"3","[2016-10-20 14:40:00,2016-10-20 15:00:00)","0","117","29"
"2","[2016-10-20 14:40:00,2016-10-20 15:00:00)","0","59","10"
"1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","1","97","24"
"1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","40","10"
"3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","1","100","27"
"3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","92","28"
"2","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","72","13"
"1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","1","115","23"
"1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","41","16"
"3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","1","105","24"
"3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","107","34"
"2","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","79","26"
"1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","1","120","27"
"1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","42","10"
"3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","1","74","19"
"3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","108","29"
"2","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","70","20"
"1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","1","90","28"
"1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","46","12"
"3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","1","92","16"
"3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","121","35"
"2","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","66","16"
"1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","1","73","22"
"1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","36","7"
"3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","1","84","21"
"3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","106","22"
"2","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","67","21"
"1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","1","119","28"
"1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","37","10"
"3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","1","88","30"
"3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","147","49"
"2","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","75","14"
"1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","1","89","24"
"1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","0","38","11"
"3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","1","81","25"
"3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","0","129","39"
"2","[2016-10-20 17:00:00,2016-10-20 17:20:00)","0","77","22"
"1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","1","99","34"
"1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","0","45","12"
"3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","1","84","25"
"3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","0","106","30"
"2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","0","57","13"
"1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","1","113","44"
"1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","0","35","12"
"3","[2016-10-20 17:40:00,2016-10-20 18:00:00)","1","80","31"
"3","[2016-10-20 17:40:00,2016-10-20 18:00:00)","0","87","25"
"2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","0","66","18"
"1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","1","69","24"
"1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","0","27","10"
"3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","1","54","15"
"3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","0","82","15"
"2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","0","46","11"
"1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","1","69","16"
"1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","0","16","3"
"3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","1","78","24"
"3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","0","74","17"
"2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","0","35","10"
"1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","1","71","22"
"1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","0","17","4"
"3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","1","66","17"
"3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","0","58","17"
"2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","0","43","22"
"1","[2016-10-20 19:00:00,2016-10-20 19:20:00)","1","45","13"
"1","[2016-10-20 19:00:00,2016-10-20 19:20:00)","0","27","7"
"3","[2016-10-20 19:00:00,2016-10-20 19:20:00)","1","42","9"
"3","[2016-10-20 19:00:00,2016-10-20 19:20:00)","0","55","11"
"2","[2016-10-20 19:00:00,2016-10-20 19:20:00)","0","36","5"
"1","[2016-10-20 19:20:00,2016-10-20 19:40:00)","1","41","10"
"1","[2016-10-20 19:20:00,2016-10-20 19:40:00)","0","18","5"
"3","[2016-10-20 19:20:00,2016-10-20 19:40:00)","1","52","22"
"3","[2016-10-20 19:20:00,2016-10-20 19:40:00)","0","49","13"
"2","[2016-10-20 19:20:00,2016-10-20 19:40:00)","0","44","11"
"1","[2016-10-20 19:40:00,2016-10-20 20:00:00)","1","44","9"
"1","[2016-10-20 19:40:00,2016-10-20 20:00:00)","0","25","5"
"3","[2016-10-20 19:40:00,2016-10-20 20:00:00)","1","52","13"
"3","[2016-10-20 19:40:00,2016-10-20 20:00:00)","0","44","10"
"2","[2016-10-20 19:40:00,2016-10-20 20:00:00)","0","28","6"
"1","[2016-10-20 20:00:00,2016-10-20 20:20:00)","1","18","5"
"1","[2016-10-20 20:00:00,2016-10-20 20:20:00)","0","28","10"
"3","[2016-10-20 20:00:00,2016-10-20 20:20:00)","1","30","6"
"3","[2016-10-20 20:00:00,2016-10-20 20:20:00)","0","46","16"
"2","[2016-10-20 20:00:00,2016-10-20 20:20:00)","0","26","8"
"1","[2016-10-20 20:20:00,2016-10-20 20:40:00)","1","40","13"
"1","[2016-10-20 20:20:00,2016-10-20 20:40:00)","0","20","8"
"3","[2016-10-20 20:20:00,2016-10-20 20:40:00)","1","46","15"
"3","[2016-10-20 20:20:00,2016-10-20 20:40:00)","0","31","9"
"2","[2016-10-20 20:20:00,2016-10-20 20:40:00)","0","30","8"
"1","[2016-10-20 20:40:00,2016-10-20 21:00:00)","1","33","10"
"1","[2016-10-20 20:40:00,2016-10-20 21:00:00)","0","16","1"
"3","[2016-10-20 20:40:00,2016-10-20 21:00:00)","1","47","14"
"3","[2016-10-20 20:40:00,2016-10-20 21:00:00)","0","54","10"
"2","[2016-10-20 20:40:00,2016-10-20 21:00:00)","0","24","9"
"1","[2016-10-20 21:00:00,2016-10-20 21:20:00)","1","30","10"
"1","[2016-10-20 21:00:00,2016-10-20 21:20:00)","0","13","4"
"3","[2016-10-20 21:00:00,2016-10-20 21:20:00)","1","27","10"
"3","[2016-10-20 21:00:00,2016-10-20 21:20:00)","0","41","7"
"2","[2016-10-20 21:00:00,2016-10-20 21:20:00)","0","26","10"
"1","[2016-10-20 21:20:00,2016-10-20 21:40:00)","1","32","7"
"1","[2016-10-20 21:20:00,2016-10-20 21:40:00)","0","9","2"
"3","[2016-10-20 21:20:00,2016-10-20 21:40:00)","1","32","11"
"3","[2016-10-20 21:20:00,2016-10-20 21:40:00)","0","33","7"
"2","[2016-10-20 21:20:00,2016-10-20 21:40:00)","0","30","9"
"1","[2016-10-20 21:40:00,2016-10-20 22:00:00)","1","28","8"
"1","[2016-10-20 21:40:00,2016-10-20 22:00:00)","0","9","2"
"3","[2016-10-20 21:40:00,2016-10-20 22:00:00)","1","34","8"
"3","[2016-10-20 21:40:00,2016-10-20 22:00:00)","0","25","9"
"2","[2016-10-20 21:40:00,2016-10-20 22:00:00)","0","31","10"
"1","[2016-10-20 22:00:00,2016-10-20 22:20:00)","1","18","3"
"1","[2016-10-20 22:00:00,2016-10-20 22:20:00)","0","20","5"
"3","[2016-10-20 22:00:00,2016-10-20 22:20:00)","1","28","7"
"3","[2016-10-20 22:00:00,2016-10-20 22:20:00)","0","23","3"
"2","[2016-10-20 22:00:00,2016-10-20 22:20:00)","0","18","5"
"1","[2016-10-20 22:20:00,2016-10-20 22:40:00)","1","32","8"
"1","[2016-10-20 22:20:00,2016-10-20 22:40:00)","0","16","3"
"3","[2016-10-20 22:20:00,2016-10-20 22:40:00)","1","38","5"
"3","[2016-10-20 22:20:00,2016-10-20 22:40:00)","0","21","1"
"2","[2016-10-20 22:20:00,2016-10-20 22:40:00)","0","23","8"
"1","[2016-10-20 22:40:00,2016-10-20 23:00:00)","1","22","11"
"1","[2016-10-20 22:40:00,2016-10-20 23:00:00)","0","16","4"
"3","[2016-10-20 22:40:00,2016-10-20 23:00:00)","1","44","6"
"3","[2016-10-20 22:40:00,2016-10-20 23:00:00)","0","13","2"
"2","[2016-10-20 22:40:00,2016-10-20 23:00:00)","0","16","3"
"1","[2016-10-20 23:00:00,2016-10-20 23:20:00)","1","11","2"
"1","[2016-10-20 23:00:00,2016-10-20 23:20:00)","0","8","1"
"3","[2016-10-20 23:00:00,2016-10-20 23:20:00)","1","19","7"
"3","[2016-10-20 23:00:00,2016-10-20 23:20:00)","0","5","5"
"2","[2016-10-20 23:00:00,2016-10-20 23:20:00)","0","11","3"
"1","[2016-10-20 23:20:00,2016-10-20 23:40:00)","1","13","2"
"1","[2016-10-20 23:20:00,2016-10-20 23:40:00)","0","8","0"
"3","[2016-10-20 23:20:00,2016-10-20 23:40:00)","1","20","2"
"3","[2016-10-20 23:20:00,2016-10-20 23:40:00)","0","14","6"
"2","[2016-10-20 23:20:00,2016-10-20 23:40:00)","0","8","4"
"1","[2016-10-20 23:40:00,2016-10-21 00:00:00)","1","13","0"
"1","[2016-10-20 23:40:00,2016-10-21 00:00:00)","0","8","3"
"3","[2016-10-20 23:40:00,2016-10-21 00:00:00)","1","17","6"
"3","[2016-10-20 23:40:00,2016-10-21 00:00:00)","0","17","2"
"1","[2016-10-21 00:00:00,2016-10-21 00:20:00)","1","102","23"
"1","[2016-10-21 00:00:00,2016-10-21 00:20:00)","0","13","4"
"3","[2016-10-21 00:00:00,2016-10-21 00:20:00)","1","125","33"
"3","[2016-10-21 00:00:00,2016-10-21 00:20:00)","0","11","4"
"2","[2016-10-21 00:00:00,2016-10-21 00:20:00)","0","2","2"
"1","[2016-10-21 00:20:00,2016-10-21 00:40:00)","1","86","11"
"1","[2016-10-21 00:20:00,2016-10-21 00:40:00)","0","8","1"
"3","[2016-10-21 00:20:00,2016-10-21 00:40:00)","1","79","24"
"3","[2016-10-21 00:20:00,2016-10-21 00:40:00)","0","19","1"
"2","[2016-10-21 00:20:00,2016-10-21 00:40:00)","0","1","1"
"1","[2016-10-21 00:40:00,2016-10-21 01:00:00)","1","31","7"
"1","[2016-10-21 00:40:00,2016-10-21 01:00:00)","0","9","0"
"3","[2016-10-21 00:40:00,2016-10-21 01:00:00)","1","86","26"
"3","[2016-10-21 00:40:00,2016-10-21 01:00:00)","0","23","1"
"2","[2016-10-21 00:40:00,2016-10-21 01:00:00)","0","1","1"
"1","[2016-10-21 01:00:00,2016-10-21 01:20:00)","1","15","4"
"1","[2016-10-21 01:00:00,2016-10-21 01:20:00)","0","7","0"
"3","[2016-10-21 01:00:00,2016-10-21 01:20:00)","1","16","3"
"3","[2016-10-21 01:00:00,2016-10-21 01:20:00)","0","19","4"
"2","[2016-10-21 01:00:00,2016-10-21 01:20:00)","0","1","1"
"1","[2016-10-21 01:20:00,2016-10-21 01:40:00)","1","8","0"
"1","[2016-10-21 01:20:00,2016-10-21 01:40:00)","0","8","1"
"3","[2016-10-21 01:20:00,2016-10-21 01:40:00)","1","12","2"
"3","[2016-10-21 01:20:00,2016-10-21 01:40:00)","0","25","2"
"2","[2016-10-21 01:20:00,2016-10-21 01:40:00)","0","1","1"
"1","[2016-10-21 01:40:00,2016-10-21 02:00:00)","1","8","1"
"1","[2016-10-21 01:40:00,2016-10-21 02:00:00)","0","7","1"
"3","[2016-10-21 01:40:00,2016-10-21 02:00:00)","1","7","2"
"3","[2016-10-21 01:40:00,2016-10-21 02:00:00)","0","18","1"
"2","[2016-10-21 01:40:00,2016-10-21 02:00:00)","0","1","1"
"1","[2016-10-21 02:00:00,2016-10-21 02:20:00)","1","8","3"
"1","[2016-10-21 02:00:00,2016-10-21 02:20:00)","0","4","0"
"3","[2016-10-21 02:00:00,2016-10-21 02:20:00)","1","4","1"
"3","[2016-10-21 02:00:00,2016-10-21 02:20:00)","0","20","0"
"2","[2016-10-21 02:00:00,2016-10-21 02:20:00)","0","2","2"
"1","[2016-10-21 02:20:00,2016-10-21 02:40:00)","1","9","0"
"1","[2016-10-21 02:20:00,2016-10-21 02:40:00)","0","3","0"
"3","[2016-10-21 02:20:00,2016-10-21 02:40:00)","1","1","1"
"3","[2016-10-21 02:20:00,2016-10-21 02:40:00)","0","18","2"
"2","[2016-10-21 02:20:00,2016-10-21 02:40:00)","0","1","1"
"1","[2016-10-21 02:40:00,2016-10-21 03:00:00)","1","8","1"
"1","[2016-10-21 02:40:00,2016-10-21 03:00:00)","0","8","0"
"3","[2016-10-21 02:40:00,2016-10-21 03:00:00)","1","9","2"
"3","[2016-10-21 02:40:00,2016-10-21 03:00:00)","0","12","2"
"2","[2016-10-21 02:40:00,2016-10-21 03:00:00)","0","2","2"
"1","[2016-10-21 03:00:00,2016-10-21 03:20:00)","1","7","1"
"1","[2016-10-21 03:00:00,2016-10-21 03:20:00)","0","5","1"
"3","[2016-10-21 03:00:00,2016-10-21 03:20:00)","1","7","2"
"3","[2016-10-21 03:00:00,2016-10-21 03:20:00)","0","12","0"
"1","[2016-10-21 03:20:00,2016-10-21 03:40:00)","1","12","0"
"1","[2016-10-21 03:20:00,2016-10-21 03:40:00)","0","4","0"
"3","[2016-10-21 03:20:00,2016-10-21 03:40:00)","1","4","0"
"3","[2016-10-21 03:20:00,2016-10-21 03:40:00)","0","9","0"
"1","[2016-10-21 03:40:00,2016-10-21 04:00:00)","1","16","0"
"1","[2016-10-21 03:40:00,2016-10-21 04:00:00)","0","6","1"
"3","[2016-10-21 03:40:00,2016-10-21 04:00:00)","1","7","1"
"3","[2016-10-21 03:40:00,2016-10-21 04:00:00)","0","7","0"
"1","[2016-10-21 04:00:00,2016-10-21 04:20:00)","1","17","1"
"1","[2016-10-21 04:00:00,2016-10-21 04:20:00)","0","15","0"
